country_name, 1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
Bangladesh,NaN,2115.440,2085.861,2127.235,2109.671,2074.839,2067.731,1933.918,2037.800,2089.963,2159.843,2011.743,1860.307,1938.268,1995.861,1882.557,2024.337,1844.128,1981.318,2041.608,1988.489,1965.745,1995.744,2014.914,1991.466,2031.986,2036.152,2114.462,2096.590,2082.721,2115.696,2129.407,2132.986,2036.215,2033.389,2079.018,2091.123,2145.906,2215.368,2323.424,2313.748,2385.163,2362.422,2396.186,2423.967,2409.410,2409.255,2455.922,2427.817,2471.220,2388.000,2418.000,2430.000,2423.000,2441.000,2505.000,2441.000,2494.000,2564.000,2513.000,2570.000,2614.000,
Barbados,NaN,2493.706,2554.835,2626.851,2577.715,2562.579,2582.674,2767.848,2673.055,2670.845,2786.000,2987.659,2876.542,2945.003,2835.374,2781.607,2840.326,2846.244,2940.208,2831.450,2994.889,2984.943,2880.589,2928.519,2878.185,2872.700,3026.914,3091.933,3063.887,3123.714,3107.548,3012.790,2991.873,2923.146,2908.108,2874.552,2918.176,2989.925,2819.395,2962.257,2826.742,2862.946,2843.204,2875.036,2805.962,2936.343,2885.895,2954.601,2940.623,2964.237,3086.921,3051.878,3077.922,3063.967,3050.879,3087.833,3071.890,3042.902,3088.867,3136.854,3193.841,3173.955,
Bahamas,NaN,2340.614,2288.387,2276.627,2344.068,2364.871,2466.728,2414.771,2451.269,2460.555,2466.857,2447.077,2368.077,2296.430,2243.150,2191.427,2209.931,2073.487,2045.063,2125.366,2477.183,2356.813,2604.745,2554.365,2531.968,2581.756,2611.881,2601.813,2654.647,2635.747,2566.715,2464.672,2361.137,2275.794,2272.729,2369.420,2361.824,2452.865,2391.459,2472.755,2547.871,2541.553,2520.920,2507.425,2498.314,2504.757,2502.813,2490.816,2479.500,2518.926,2574.952,2562.959,2660.909,2612.932,2558.954,2544.955,2549.961,2566.955,2596.994,2551.981,2560.950,2572.937,
Brazil,2209.044*,2198.971,2261.863,2235.350,2300.107,2325.255,2322.111,2365.793,2449.434,2425.484,2397.266,2417.691,2387.966,2374.925,2467.923,2477.997,2508.169,2543.131,2583.803,2691.158,2685.901,2589.424,2631.853,2586.662,2586.821,2618.233,2672.076,2677.811,2673.177,2718.911,2699.904,2755.585,2747.844,2748.966,2790.911,2784.066,2811.861,2826.540,2826.848,2840.554,2857.587,2871.814,2909.441,3052.284,3070.120,3067.201,3084.741,3093.261,3163.051,3149.292,3258.000,3300.000,3249.000,3258.000,3299.000,3243.000,3223.000,3237.000,3275.000,3281.000,3252.000,3299.000,
Bahrain,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3481.988,3535.981,3488.010,
Austria,3156.635*,3194.855,3197.492,3253.940,3276.385,3226.692,3236.450,3193.293,3221.081,3158.796,3227.209,3241.394,3214.193,3295.727,3206.044,3159.446,3265.935,3207.880,3223.944,3291.925,3358.305,3340.780,3390.888,3359.507,3364.751,3380.196,3436.591,3429.313,3432.484,3483.298,3506.008,3542.410,3526.184,3493.232,3558.181,3526.654,3573.738,3514.574,3622.993,3680.638,3730.454,3732.343,3657.879,3618.731,3615.614,3645.294,3723.151,3744.334,3726.321,3735.968,3786.001,3834.999,3823.999,3797.999,3755.002,3734.999,3716.000,3754.001,3754.997,3814.001,3777.000,3818.998,
Afghanistan,NaN,3054.905,2973.247,2751.780,3013.442,3017.760,2794.869,3033.911,2980.137,3000.585,2595.984,2582.040,2742.131,2812.840,2805.366,2841.326,2910.758,2557.014,2673.898,2675.619,2615.599,2886.778,3105.811,3104.956,2837.455,2635.427,2583.639,2922.550,2670.664,2586.984,2538.198,2399.118,2166.173,2069.747,1941.224,1975.075,1983.962,2003.807,2006.301,1921.622,1886.357,1883.395,1930.580,1931.341,2005.870,1983.894,1980.531,2081.204,2087.709,2105.521,2208.000,2179.000,2173.000,2211.000,2276.000,2257.000,2245.000,2311.000,2264.999,2228.000,2266.000,2198.000,
Albania,NaN,2097.246,2108.044,2022.069,2122.061,2101.707,2096.497,2099.231,2167.474,2218.049,2222.055,2167.611,2189.406,2227.977,2283.271,2284.017,2455.251,2548.103,2475.160,2410.476,2413.632,2503.057,2508.788,2654.921,2607.415,2489.202,2652.148,2508.046,2652.018,2664.344,2686.404,2694.999,2769.087,2893.468,2955.606,2777.911,2903.543,2789.721,2803.251,2892.668,2839.658,2920.666,2992.776,2902.854,2931.818,3028.819,3022.883,3042.503,3151.984,3218.144,3255.998,3295.988,3345.999,3341.990,3317.000,3329.998,3364.995,3376.999,3351.990,3374.996,3349.000,3399.000,
Angola,NaN,1671.005,1696.642,1735.585,1752.638,1777.994,1805.068,1852.598,1807.545,1909.437,1931.857,1960.498,1901.477,1840.698,1785.683,1753.716,1768.124,1816.382,1840.464,1808.533,1803.347,1726.611,1609.229,1582.373,1528.150,1533.601,1483.050,1459.086,1421.828,1393.494,1433.647,1403.419,1415.386,1364.123,1434.070,1467.852,1498.567,1489.731,1497.883,1536.622,1522.112,1556.390,1627.562,1687.225,1727.830,1766.591,1799.470,1840.790,1895.438,1936.623,2422.999,2489.999,2438.999,2518.999,2553.000,2472.000,2430.001,2451.000,2451.999,2427.000,2397.000,2388.999,
Algeria,1598.923*,1613.749,1577.890,1549.262,1573.370,1641.082,1634.471,1723.606,1796.017,1805.596,1783.675,1840.401,1986.301,1994.900,2143.913,2203.182,2147.546,2295.998,2436.836,2541.634,2666.729,2698.007,2668.546,2648.159,2588.399,2697.305,2702.362,2702.380,2769.617,2836.235,2831.913,2812.488,2949.263,2949.174,2843.703,2866.852,2866.638,2813.570,2875.536,2930.120,2898.291,2973.781,3012.709,3057.751,3074.360,3048.141,3144.686,3140.610,3149.872,3214.882,3242.999,3349.999,3363.999,3442.000,3437.000,3425.000,3457.000,3395.000,3392.000,3478.000,3506.000,3496.001,
Azerbaijan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2259.668,2185.013,2118.456,2094.111,2195.844,2001.278,2103.953,2170.585,2261.844,2346.085,2433.919,2526.133,2610.881,2806.440,2972.263,2982.137,2985.081,2951.114,2943.999,2969.997,2985.001,2986.001,2986.000,3003.999,3025.999,3087.001,3152.999,3268.997,3343.999,3383.999,
Armenia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2107.286,2045.972,2126.881,2201.829,2231.457,2234.973,2228.683,2208.047,2170.706,2186.734,2216.774,2394.065,2520.887,2639.760,2735.602,2747.769,2862.822,2822.519,3147.994,3157.996,3148.991,3202.004,3217.992,3213.991,3184.999,3132.990,3176.997,3229.996,3218.000,3216.999,
Antigua and Barbuda,NaN,1962.889,2145.575,2023.809,2137.521,2234.513,2184.967,1970.633,2017.407,2062.638,2256.105,2205.705,2026.193,1964.580,1932.541,2000.421,1958.570,1867.380,1820.485,1916.959,2125.657,2199.195,2063.253,2102.589,2303.737,2222.383,2223.166,2217.669,2326.990,2424.211,2414.580,2466.247,2479.049,2345.366,2251.941,2174.664,2195.740,2186.290,2195.870,2221.337,2233.915,2160.849,2143.597,2148.038,2188.259,2422.076,2388.165,2468.751,2429.534,2361.933,2327.457,2367.481,2410.505,2442.669,2402.677,2409.518,2395.603,2434.653,2474.622,2454.814,2427.686,2407.768,
Argentina,3150.191*,3146.790,3118.215,3068.878,3112.205,3217.688,3171.267,3244.017,3288.047,3323.843,3352.039,3193.343,3081.533,3033.387,3221.778,3283.489,3210.486,3191.918,3244.460,3216.570,3232.944,3207.845,3067.007,2995.889,3039.573,3120.439,3032.694,3099.823,3014.111,2959.389,2909.871,3007.203,3072.666,3110.026,3146.795,3152.762,3144.821,3121.072,3152.158,3252.704,3245.246,3194.218,2956.803,2984.776,2999.826,3073.401,3075.517,3102.007,3111.127,3081.165,3078.000,3071.000,3101.000,3132.000,3170.999,3226.001,3168.000,3195.001,3238.001,3270.000,3308.000,3340.999,
